post,id
"К кому обращаться, если чужая кровать в общаге безумно сильно скрипит, когда сами понимаете что на ней делаеют. Слышно на весь этаж. Эти любвоники мне жутко мешают, сил нет. Анон, плиз.",558
"Такой пиздец во втором блоке 4-ой общаги) Снимайте хаты ребят ✊🏼",1093
"Я хочу, чтобы вы знали😊 Все факультеты прекрасны, но ФЗТА.. Они просто ЛУЧШИЕ!!!Прошу вас это не отрицать, ведь каждый считает свой факультет офигенным❤ Анонимно, если можно 😊😊😊",1275
"Это нормально, когда препод один раз проверяет курсач и не дает попытки исправить ошибки, сразу ставит балл, куда можно жаловаться с этим?
Анон",1232
"Иногда кажется, что все предметы на курсе бессмысленные. Удручает еще неизвестность в повышенной стипендии. Будет или нет, хоть приказ бы был и можно было посмотреть рейтинг... Постфактум в сфере, в которой уже не видишь смысла.",549
"Пока кому-то не нравятся турникеты и лестницы, хочу сказать, что я ненавижу еб*нный женский туалет в анатомичке",835
"Кто в СГУПС учился,
Тот в цирке не смеется!",665
"Почему в РТА такая низкая стоимость обучения?",867
"Анонимно. 

Подскажите пожалуйста, как можно решить вопрос с преподавателем Арзыбовой Л.В.? Можно аргументиронных доводов, не такой явной придирчивости к каждому слову, предложению, абзацу? 
Ошибки ищет в работе постоянно, придирки к каждому слову, дипломники вообще исправляют каждую неделю работу и каждый раз недочёты все больше и больше, не успевают совмещать с работой и готовиться к ГОСам, потому что постоянно критика необоснованная и снова исправления, нет понимания, что люди не могут каждый раз отпрашиваться с работы и приезжать в строго её установленный день и время. Как найти подход к этой женщине? Можно к себе хотя бы нормального отношения, понимающего, что мы заочники, не всегда можем подстроиться под её особые требования и установленный именно ею график.

Анонимно.",231
"ребята из 6 общаги что у вас с водой? тоже чувствуете этот запах? может надо коменде сказать? или я сошел с ума??????",1378
"Всем привет! Я учусь в вузе, но мне не нравится общежитие( можно переселиться в общагу другого вуза?",360
"Пишу не с вопросом, а с предупреждением
Не ходите на проектную деятельность к Лазутченко Олегу Васильевичу (Городские автомобили), если хотите нормально спать в течение семестра
Иначе вы получите много инженерного опыта на лицо и потратите много сил на ненужные, но обязательные, по мнению Лазутченко вещи",815
"Доброе утро, проводится ли в общаге какая-то дезинфекция от насекомых? Не очень приятно жить с ними бок о бок",434
"добрый день, хотелось бы узнать, можно ли что-то сделать с охраной общежития, которая не даёт ни вздохнуть, ни выдохнуть. по четыре камеры на этаже, каждая постоянно просматривается, при входе обнюхивают на наличие запаха алкоголя, иногда обыскивают сумки, по ночам могут зайти в комнату без стука, если есть подозрения нарушения студентами правил, могут и матом выражаться. живем, как в тюрьме (. может, кто-то сталкивался?
(про седьмую уже все знаем)
анон пж",1324
"Анон. Как студенту работать, если расписание вот уже какой год связывает руки??",154
"Анон
Что говорить дежурной по общежитию, чтоб пропустила к подруге на чай? Я студент рта, почему мне нельзя ходить в общагу вуза",113
"Ребят, кто-то брал академ по причине слабого материального положения? Какие документы нужны этому сранному вузу? И как процедура проходит?",1017
"Скажите пожалуйста, когда будут заселять в общагу перваков? Будут ли вообще? Мне было бы предпочтительнее общежитие на Гвардейском, вроде оно ближе к универу. Отправила заявление на заселение еще фиг знает когда - тишина, декану пытаюсь дозвониться, но она не отвечает вообще, а сейчас номер даже недоступен. Что делать в такой ситуации? Время уже подходит, а насчет общежития ничего неизвестно.
Анон",1061
"КАК УЧИТЬСЯ ДАЛЬШЕ ЕСЛИ ПРЕПОД У*БАН УПЁРТЫЙ",562
"Вы там вообще офонарели?! Бутер в буфете — 110 рэ. Сто-де-ся-ть! За пластиковую вилку теперь надо платить два рубля! Я че должен гречу с сосисками руками жрать? Охренели просто! 
Профсоюз студентов, вы куда смотрите? Нахрена нужна такая организация, если права студентов не защищают? Администрация универа, кто отвечает за соцвопросы? Бля, проще вместо пары в бургерную пойти, чтобы поесть — дешевле будет. А ещё вуз здорового образа жизни.
Наведите уже порядок с общепитом в РИНХе. У нас самая дорогая столовая получается. Для кого она? Для студентов?",387
"Первокурсники, предостерегаю - не выбирайте 6ую общагу!
Подробнее могу рассказать в лс, обращайтесь",810
"почему набор на комнаты повышенной комфортности только для перваков?! они ничего не сделали для вуза, просто сдали экзы, в то время как старшаки рвали жопы чтобы набрать внеучебные достижения, несправедливо!!!

Анонимно",1370
"Я п*здец как люблю Суздальцеву. Мечтаю о свадьбе с ней... Спасибо за автомат❤

Анон",1263
"Как не умереть на курсе литературы от лазутиной (не шутка💀🚨)",590
"Хочу сообщить, что люблю Горшину Елену Сергеевну. Её цитаты топ
Анон",1184
"Скажите пожалуйста. Никому не пришла стипендия за февраль? Обычно начисляют 25 числа. В этом месяце тихо. Все долги погашены, задолженностей в сессии нет. Что случилось? 
Анон",1062
"Анон
Дайте совет, пожалуйста, только без *бланских шуточек. Я хочу отчислиться, но не из-за усталости или большой нагрузки, а из-за преподов. Я уже сижу на успокоительных и каждый *баный день борюсь с желанием расх*ярить все, что вижу вокруг после общения с этими индивидуами. И это при том, что я никогда не скандалю и стараюсь не высовываться. Я только адаптировалась в новом коллективе и уходить не хочется, но чувствую под конец учебного года уеду в дур очку. Посоветуйте что-нибудь, как вы нах*й это терпите",94
"Анонимно пж.
Хотел поделиться опытом для будущих магистрантов ИЧП по поводу Банкротства, как предмета по выбору и конкретно Суворова Е.Д, который его ведет(не знаю, мб он еще где его ведет). Нам особо о нем никто инфы не дал, так что попробую помочь другим, потому что это может доставить вам немало проблем.

Сразу скажу, что, когда вам дадут выбирать эти доп.предметы на 1 курсе маги, как увидите банкротство, лучше 100 раз вообще подумайте. Если вы только не большой любитель острых ощущений, то оно вам, скорее всего не нужно. Этот предмет, если уж на то пошло, вообще заслуживает отдельного выделения, как основной, а не ""по выбору"". Курс, вроде, и не самый короткий, но пройти успеете с горем пополам только основные процедуры. Сам Суворов ведет специфически, самых базовых вещей от него вы не узнаете, он считает, что мы их должны уже знать. Упор делает на всякую специфику и по темам проходится очень выборочно, так что, приходя на пары не ждите, что не зная банкротство узнаете его здесь. При этом на пары, блин, ходите. Сейчас скажу почему. Нам он это сразу не сказал, но он ставит допуски к зачету по посещениям и выполненным ДЗ. На парах он не ставит оценки, хоть ты и будешь пытаться что-то отвечать. И не дай бог у вас будет больше одного пропуска и одного неотправленного ДЗ, он вас не допустит. Отработки у него 2 раза в месяц, и узнать все эти веселые факты на последнем занятии за неделю до зачета вам вообще не улыбается, поверьте. Хотя и допуск он вам, в итоге, скорее всего уж поставит, если вы совсем не завалитесь на его вопросах.

Сам зачет, давайте честно, у вас сдать шансов не много. Скорее всего, у вас будет не так много времени, и если вы не сечете в предмете заранее или не читали заблаговременно, просто смиритесь с фактом, что он отправит вас и большую часть вашей группы на пересдачу. Более того, он сам чуть ли не на первом занятии говорит, что пересдача тут - это норма, это же он повторит на самом зачете. Так что, в теории вот вам лайфхак, только не юзайте его слишком палевно, чтобы он его не запалил. Не делайте особых ставок на сам зачет, готовьтесь сразу к пересдаче. На пересдаче он принимает лайтовее и охотнее сдавит зачеты. Соответственно, не переживайте за пересдачу. Если вам покажется, что он мощно дрючит вас на зачете, потом реально будет проще. Не буду вдаваться в риторику про пользу от большего времени на подготовку, пользу от учебы и того, что все мы тут ради себя. Давайте будем честными.

В общем ситуация такая, если смогу помочь будущим магистрантам, буду рад, что хоть кому-то не придется проходить через этот кошмар ради сомнительных целей.",196
"Анонимно, пожалуйста.
А мне вот искренне непонятна система, типа ""сдавай все колобки - получишь автомат"". Конечно, я в таком случае всё сделаю, чтоб один лишний экз не сдавать. Бороться надо не с микронаушником, не с человеком с микронаушником, а с системой, которая позволяет получать автоматы за ""колобки на 5"", ""участие в СНО"" и за красивые глаза (спорт/волонтёрство/ студ совет).
И да, я пойду с наушником, раз мне нужна пять в диплом, чтоб поступить в орду - баллы лишние что ли?
Сами святые такие, можно подумать. С телефонами все на экзамене сидят, приходят к 6 утра дежурить у кабинетов, чтобы сесть без преподов, все списать с лаборантами. Чо вы мне тут рассказываете, все студенты одинаковые - нам всем бы только сдать.",209
"Почистите аквариум рыбкам в Дос-2 на втором этаже, у них там на потолке уже какая-то тина выросла, а сзади аквариума паутина.
Рыбок жалко😓

Анон",942
"добрый день! 
4 дня назад подала документы в лк для поступления в мгюа. с тех пор никаких оповещений не было, в списках подавших документы себя не нашла. стоит ли связаться напрямую с приемной комиссией или у всех так долго проверяются заявления?",1323
"Здравствуйте админ
Пожалуйста, поставьте эту проблему, у нас нет теплой воды в общежитии No 1, и сейчас так трудно заниматься деятельностью из-за холодной и холодной воды, половина хостела больна, как будто у нас холодный душ с холодной водой, когда придет теплая вода???? Почему у нас нет теплой воды, пока она есть в остальном городе ????",507
"НИКОГДА !!!! СЛЫШИТЕ!!!!! НИКОГДА НЕ ПРОХОДИТЕ ПРАКТИКУ В ПРИЕМКЕ РЕБЯТА!!!!!!",734
"Анон.
Гениально начать ремонтировать ЛМС накануне сессии) раньше времени же нет) уникумы",142
"продолжение к пост .
Я люблю Набебина
Пишите в комментариях своего самого любимого препода🌚
Анон",1375
"Самое интересное, что весь негатив выливают диванные умники, которые ни к Кировскому ГМУ, ни к кафедре, ни к Александре Александровне отношения не имеют. Неужели вам настолько скучно, что вы во всех группах кричите о том, какие преподаватели медуниверситета плохие. 

Александра Александровна преподаёт на кафедре не первый год. Даёт хорошие знания, ""окультуривает"" студентов, занятия проходят интересно, всё запоминается сразу.

Очень жаль, что некоторым людям нечем заняться, кроме того, как осквернять чистое имя нашего преподавателя. 

4 курс, педиатрия. 
Прошу анонимно.",1047
"Александра Александровна-прекрасный преподаватель и человек. Она будто доктор из старой советской книжки или кинофильма: порядочный, честный, доверчивый и чуточку наивный; несмотря на огромный стаж и опыт, не обозлившийся, не ставший циником. И будем откровенны: один из немногих преподавателей, которому не безразличны студенты. Очень рада, что наш универ может ещё похвастаться такими преподавателями💓
Выпуск 2022
Анонимно, пожалуйста🙏",64
"Пожалуйста анонимно.
Шурочка действительно требовала юбки для девушек на свои знания. И это действительно неправильно, её личный бзик, она была неправа. В целом, в остальном вопросов к ней нет, но боже, как же это было неудобно, тащить с собой ещё и юбку, переодеваться где-то за вешалкой, в коридоре. К студентам и так очень много требований, может не будем с одобрением относится к личным заскокам преподаватель, увеличивающим этот список?",831
"Как можно поменять препода на след сем? ПРЕПОД БЕСИТ",586
"Как изгнать демона из преподавателя?
Анон",581
"К общему вниманию!!!
Не в первый раз вижу подобную ситуацию. В нашем КубГАУ собираются что-то делать с такими агрессивными собаками? Не успел запечатлить момент, как двое из собак активно пытались укусить парня за ногу.

Анонимно, пожалуйста",559
"4 общежитие кишит тараканами 🪳
Невозможно находиться в общаге, противно, жутко, страшно.

Может администрация универа предпримет уже какие-то меры?!

Анон",12
"Добрый день! Есть вопрос. Подавала 20 мая на материальную поддержку в связи с участием в конференции с присвоением диплома 2 степени. Мат поддержка не пришла. Может быть, кто-то знает почему или где можно узнать, почему? 
Спасибо заранее за ответ, всем прекрасного теплого лета!",436
"Я из 1 курса, мне один препод вечно грубит,типо чё я не учусь. Как ему ответить? У меня с нервами проблема могу и ....",1246
"Анонимно

Почему от приемной комиссии ВШСГНиМК ты заряжаешься позитивом, добром и тягой к получению знаний, а от приемной комиссии ВШППиФК получаешь сплошной игнор?

Вопрос, конечно, риторический, больше хочется быть услышанным...",164
"Анонимно. 
А вода горячая во втором общежитии появляется планирует или ближайший год без нее? В других общежитиях есть вода?",233
"Знает ли кто-нибудь что-нибудь о Жарковой Марине Александровне (ценообразование)? Таинственный преподаватель, о котором ничего неизвестно
Анон",537
"Привет всем, хотелось бы узнать , кому сколько давали комиссий максимум?(Если можно ,пишите институт и курс на котором была такая ситуация)Есть ли какая то дата например после зимней сессии когда кончаются все пересдачи-комиссии.

Анонимно пожалуйста)
P.S кафедра гпп -ужасные люди .",963
"соседи в общаге постоянно шумят по ночам, портят мои вещи типа «случайно» и выставляют все так будто я виновата и все выдумала сама. говорила с ними уже несколько раз, все бесполезно. что делать в таком случае? можно куда-то пожаловаться?

анон",1383
"Доброго времени суток. Есть информация о сайте университета, а точнее о вкладке расписаний? У кого-то оно открывается, а у кого-то не загружается вовсе...
Анон.",431
"Мне одному до сих пор не пришла мат. помощь? 
Анон.",711
"Кто-нибудь сталкивался с несправедливым незачетом? Что делать в такой ситуации?",678
"Как намекнуть соседке в общаге чтобы начала пользоваться дезодорантом, мыться и стирать одежду? Прошу задуматься каждого, возможно речь о тебе, помни что живёшь не один! Жить с неряхой-дышать через раз
Анон",589
"Что за говно с интернетом в 3 общаге , мало того что он работает через раз , так и его скорость по сравнению с другими общагами ужасная, т.е. 3 мб/с! это вообще нормально?",1208
"МГЮА: образовательный процесс 

4 года своей жизни я потратил на университет имени Кутафина. По окончании бакалавриата я хотел бы написать небольшой отзыв на этот вуз. Полагаю, эта информация будет полезна ребятам, поступающим сюда. 
 
Образовательный процесс состоит из лекций и семинаров. 
 
1) лекции 

Этот формат подачи материала устарел, его нужно заменить чем-то более интерактивным. Большинство преподавателей монотонно вычитывают свои 80 минут и идут дальше по своим делам. Забитые лекционные аудитории я наблюдал лишь в начале своего обучения на 1 курсе, после же лекции посещала весьма небольшая группка особо преданных праву студентов. 
 
Из всех 4 лет в памяти остались лишь лекционные занятия Н.А. Абрамовой по риторике и Д.С. Ксенофонтовой по жилищному праву. У этих педагогов имеется несомненный талант преподавания: их выступления я слушал с огромным вниманием, узнав для себя много нового и практикоориентированного. 
 
2) семинары 
 
К сожалению, значительное количество семинаров проходили в весьма скромных комнатках. Меня очень раздражали лавки. Они деревянные, сидеть на них неудобно, после трёх пар пятая точка превращалась в камень, и спина немела. Материальное обеспечение аудиторий—это то, над чем МГЮА стоит поработать.
 
Сам процесс получения знаний на семинарах сильно зависит от конкретных преподавателей. Очень условно их можно разделить на 3 категории. 
 
I) Первая категория «Скажи хоть что-то» 
 
Этих преподов примерно 25 процентов от общей массы. На занятиях у них достаточно выдавить из себя хотя бы пару слов, и «3» тебе обеспечена. 
 
Если же ты отвечаешь регулярно, пусть даже и невпопад, то можешь рассчитывать на «5» и автомат на сессии. К занятиям с этими преподавателями можно не готовиться вообще, достаточно быстро гуглить вопросы на паре. На экзамене или зачете не сдать у подобного препода практически нереально, тянут всех. Даже самые заядлые троечники получали хорошие отметки. 
 
Таких преподов студенты очень любят, однако качество знаний при подобном подходе оставляет желать лучшего. Чего греха таить, я и сам обожаю «халявку», поэтому недальновидно радовался, когда нам ставили такого препода. 
 
По себе знаю: если студента «не пинать», он начнет забивать. Поэтому некоторая доля разумной требовательности должна присутствовать. 
 
II) Вторая категория «Скажи нормально и в тему»
 
Таковых преподов большинство. Для получения у них отличной оценки нужно почитать учебник, ознакомиться с некоторыми нормативными актами и дополнительными материалами. Автомат у этих педагогов получить вполне реально, достаточно ходить на пары, готовиться к занятиям и каждый раз отвечать по теме. Время на подготовку к парам у этих преподов занимает около часа. Если же вы на автомат никак не тянете, вам придется потратить примерно неделю на зубрежку дисциплины к экзамену. 

III) Третья категория «Расскажи идеально»
 
Этих людей сравнительно немного. Обычно 1-3 человека на линейку изучаемых в течение года предметов, но именно они дадут те бесценные знания, с которыми ты будешь уверенно чувствовать себя в жизни. 
 
Преподы из этой категории: 
 
-покажут тебе подводные камни права; 
 
-научат правильно толковать законы;
 
-расскажут о правоприменительной практике; 
 
-помогут ПОНЯТЬ юриспруденцию; 
 
-проведут аналогию с зарубежными правопорядками; 
 
-дадут тебе для твоего же блага «пинка», если ты начнешь лениться и забивать; 
 
-помогут написать научную статью; 
 
-если ты что-то не понял, будут объяснять тебе тему и на перемене, и в коридоре до тех пор, пока ты не поймешь. 
 
Эти преподаватели крайне требовательны. К семинарам с ними ты должен досконально разобраться в вопросе: прочитать одну и ту же тему в нескольких учебниках, найти примеры из судебной практики, решить задачи, изучить отраслевое законодательство, постановления Пленума и т.д., и т.п. В случае халатного отношения к предмету студент без колебаний отправляется на отработку, где его все-таки заставят рассказать материал. 
 
Халтурить у них не получиться. На подготовку к семинарам с этими преподами следует отводить от 2 до 4 часов. Готовиться к экзаменам у них нужно начинать за месяц. Вполне возможно развитие событий, при котором до половины группы будет отправлена на пересдачу. 

Эти люди досконально знают свой предмет и прекрасно разбираются в теме. Преимущественно это зубры права, практики, отдавшие не один год изучению и преподаванию юриспруденции. Налить воду или выехать на общих знаниях не выйдет. Тут ты или знаешь—и тогда сдашь, или отправляешься на пересдачу. 
 
На экзамене помимо заданий из билета тебя обязательно погоняют по материалу курса, будет масса дополнительных вопросов на понимание темы. Зубрежкой отделаться не выйдет, придется разобраться в вопросе и понять суть дисциплины. 

Поначалу я, как и большинство студентов, роптал, но потом осознал, какой подарок преподнесла мне судьба. К преподам из этой категории я бы отнес Д.А. Белову, М.В. Самсонову, В. И. Солдатову, К.А. Кононова, В.В. Комарову. 
 
Стоит отметить, что имеется и противоположный подход. Часть преподавателей ведет занятия, не объясняя суть вещей и не давая дополнительной информации. На парах мы или еще раз без каких-либо содержательных комментариев проговариваем то, что прочитали в учебнике, или смотрим весь урок презентации. Бывали прецеденты, когда часть занятия уходила на обсуждение совершенно посторонних вопросов, не имеющих отношение к праву. 
 
Зачем в таком случае нужен педагог? Я и сам могу прочитать материал. Подобное отношение к образовательному процессу практикует сравнительно небольшая доля профессорско-преподавательского состава, однако данные факты имели место в период моего обучения. 

В целом, я бы не сказал, что учиться тут очень сложно. Все задания, которые дают преподы, вполне посильные. Если ты ходишь на семинары, не хамишь и вовремя закрываешь модули, то проблем у тебя не будет. 
 
Большинство преподов—адекватные и компетентные люди. Главное—учить предмет и относиться к преподу с уважением. 
 
P.S. 
 
Отдельного упоминания заслуживает моя главная боль--латынь. Нужно было сразу всерьез заняться изучением этой дисциплины, я же учил её спустя рукава, ибо не понимал, зачем мне знать этот мертвый язык. 
 
В итоге весь первый семестр я буквально не вылезал из отработок по этому предмету. На первой же сессии я был отправлен сначала на пересдачу, затем на комиссию. Запахло отчислением. Я был в шаге от того, чтобы вылететь после полугода обучения. Кое-как сдав этот предмет, я отлично усвоил одну из главных заповедей студента—«НЕ ЗАБИВАЙ!».",701
"Что делать, если преподаватель намеренно не ставит оценки? 

Анонимно, пж",1201
"Почему у Ольги Митрофановны Полещук такой характер? Невозможно о чём-то договориться! Даже когда просто подходишь к ней что-то спросить (не какие-то долги сдать, а просто даже узнать что-то), чувствуется какое-то безразличие в её голосе.",925
"Почему некоторые преподаватели закрывают дверь после того как ты вышел в туалет )))она учитель по праву ,а прав не знает ,треш",905
"Маньковская Зоя Викторовна
Как у неё вообще можно что-то сдать, если когда ты ей рассказываешь, она постоянно тебя перебивает, сбивает с мысли и начинает говорить о своём? Порой даже не даёт тебе полностью высказаться, говорит, что ты не готов и даже не желает тебя слушать.
Анон плиз",704
"Как вообще взаимодействовать с Дженаковой Е.В.???
Реально ли получить нормальную оценку? Какая-то она странная...",569
"Привет,
поделитесь отзывами об СДО, пожалуйста. Как-то оно напрягает... Например, по одной из дисциплин можно набрать максимум где-то 70 баллов. На экзамене можно получить максимум 20 баллов, верно? Т.е. чтобы получить ""отлично"" (85 баллов), надо чуть ли не идеально закрыть и СДО, и экзамен сдать на отлично?? Это реально вообще?

И второй вопрос - если закрыть СДО на 52 балла, которые необходимы, значит ли это, что 3 в кармане даже с провалом очного зачета/экзамена, или это только в одну сторону работает?

Во всех ВУЗах просто посещаешь и экзамен на что сдал, на то сдал..",969
"У БЛЯДЬ, ЛЮБИМАЯ ГИСТА. ДОХУИЩА ТЕОРИИ И РИСУНКОВ. Я БЛЯДЬ В ХУДОЖКУ ПОПАЛ ИЛИ В МЕД БЛЯДЬ, КАКОГО ХУЯ ТАК МНОГО РИСУНКОВ ДА ЕЩЁ ТАК ПРИДИРАЮТСЯ. А НА КОЛЛОКВИУМАХ ПРЕПОД КРУТИТ ПРЕПАРАТ ПОД МИКРОСКОПОМ, КАК БУДТО НЕ НА ПАРУ ГИСТЫ ПРИШЁЛ, А НА ЕБУЧИЙ ПОЛЕ ЧУДЕС. А ЕСЛИ НЕ УГАДАЛ, ТО НАЧНЁТСЯ РЕЧЬ О ТОМ, КАКОЙ ТЫ ПИЗДЕЦ ДОЛБАЕБ И ЗРЯ МАМА ВООБЩЕ ТЕБЯ НА СВЕТ ВЫПУСТИЛА. А ЕЩЁ СТОЛЬКО ОКРАСОВ, НУ НАХУЯ С ТОЛЬКО ПРИДУМАЛИ, ПОЧЕМУ НЕЛЬЗЯ ВЕЗДЕ ХУЙНУТЬ ГЕМАТОКСИЛИН ЭОЗИН, НЕТ БЛЯДЬ, ИЗ ГИСТОЛОГИИ НАДО СОЗДАТЬ ЕБУЧУЮ АКВАРЕЛЬ",1108
"Как я за*бался учиться, только чтобы не идти в армию...",601
"Соседи по комнате сидят с друзьями по ночам и не дают спать, что делать
Ругаться не хочется",1074
"Соседи из 804 комнаты! Надоели музыкальные соседи! Достали!!! Почему надо слушать РЭП и всякий ОТСТОЙ обязательно ТАК громко, что бы соседям за стенкой тоже приходилось насильно её слышать. Я спала 3 часа из-за вас!!!! Что мешает сделать потише? ПРИЧЁМ ВЫ ПОХОЖЕ В НАУШНИКАХ САМИ ЕЁ СЛУШАЕТЕ! ЕСЛИ МЫ ЗА СТЕНОЙ ЭТО СЛЫШИМ, ТО КАК У ВАС ГОЛОВА НЕ ВЗРЫВАЕТСЯ? О чем думают ЛЮДИ, навязывая свои муз. предпочтения окружающим. Может они одиноки и несчастны? И таким образом, привлекают к себе хоть какое-нибудь внимание окружающих. Не лучше ли обраться к психологу, а ещё лучше к психиатру?",1073
"Люблю Анечку Царёву-лучшего преподавателя математики!🤍🤍🤍",695
"Дорогой универ, давайте будем добрее друг к другу ❤
Анон",453
"Анон
Всем салам, объясните какого х*я начали включать это сраное радио в 8:00 и по субботам??? Я прихожу поздно домой и просыпаюсь от этой музыки или когда кто то п*здит. Так же и люди в домах, либо по тише включайте (намного) либо вообще нах*й не включайте.",93
"при мне недавно девочку отчисляли почему она а не я",1372
"Мне вчера не поставили зачёт, хотя готовилась. Преподаватель обосновал тем, что по его мнению, человек который додумался ездить по тротуару на электросамокате, теорвер понять априори не может. И завалил каверзными вопросами.",708
"Столкнулся с дискриминацией, почему меня в шортах не пускают (в живой щит встают), а девчонки ходят труселями светят и норм. Когда они их снимут? И как с этим бороться?",1082
"Добрый вечер, почему до сих пор нет списков на общежитие, говорили что 23 будет на сайте?
Анон",435
"Что делать, если сайт вуза не работает? Не могу зайти туда.",1203
"Здравствуйте, анонимно пожалуйста 😉 30 августа полностью оплатила учёбы с пенями, после чеки скинуты в почту деканата чо всеми данными. 2 дня назад мне приходит письмо такого содержания🤷‍♂пахнет не хорошим🤦‍♀🤷‍♀звонила в деканат, там говорят что должна 15.000,а бухгалтерия 24.000😡🤷‍♀они что там совсем ...? Кому ещё приходило ребята?",522
"Хочу поступать сюда на ит специальности, как тут по учебе?
Говорят,по отзывам, в СТАНКИНе боль и страдания, а тут хоть есть луч надежды? хаха",1175
"Как сказать преподавателю—куратору группы, чтобы он не переживал из-за моих долгов? Звонит почти каждый день и спрашивает об этом! Я уже сам начал напрягаться из-за этого... Так я даже сделать ничего не могу, только осенью...",598
